loan_type,loan_purpose,loan_amount_000s,action_taken,msamd,county_code,census_tract_number,applicant_ethnicity,co_applicant_ethnicity,applicant_race_1,co_applicant_race_1,applicant_sex,co_applicant_sex,applicant_income_000s,lien_status,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units
1,2,35,0,28740.0,111.0,9506.0,2,5,5,8,2,5,184.0,2,2801.0,7.03000020980835,78500.0,126.87000274658205,1199.0,2131.0
1,1,360,0,35004.0,59.0,4133.0,2,5,5,8,2,5,105.0,1,6324.0,12.210000038146973,110800.0,105.95999908447266,2193.0,2228.0
1,2,20,0,35004.0,103.0,1466.06,2,5,5,8,1,5,176.0,2,7536.0,8.09000015258789,110800.0,97.06999969482422,2043.0,2348.0
1,1,97,0,24020.0,113.0,710.0,2,2,5,5,1,2,91.0,1,3321.0,2.8299999237060547,64100.0,98.83999633789062,1028.0,2017.0
2,1,162,0,40380.0,117.0,203.02,2,5,5,8,2,5,47.0,1,5210.0,7.679999828338623,68500.0,118.88999938964844,1664.0,1991.0
1,1,13,0,35004.0,59.0,3042.02,2,5,3,8,1,5,112.0,2,3417.0,78.93000030517578,110800.0,88.26000213623047,727.0,895.0
1,3,300,0,40380.0,69.0,505.0,2,2,5,5,1,2,134.0,1,6139.0,1.690000057220459,68500.0,102.87000274658205,2093.0,2629.0
1,1,88,1,35614.0,81.0,641.01,1,5,5,8,1,5,46.0,1,2038.0,31.450000762939453,73700.0,106.25,807.0,191.0
2,1,152,0,40380.0,55.0,116.05,2,2,5,5,1,2,100.0,1,2074.0,14.609999656677246,68500.0,128.2100067138672,587.0,772.0
1,3,366,0,35004.0,103.0,1122.04,2,2,5,5,1,2,208.0,1,3960.0,10.859999656677246,110800.0,114.9000015258789,1227.0,1324.0
1,1,407,0,35614.0,85.0,303.01,2,2,5,5,1,2,106.0,1,4895.0,59.75,73700.0,106.0,1166.0,1636.0
2,1,162,0,40380.0,55.0,115.03,2,5,5,8,1,5,107.0,1,5703.0,5.119999885559082,68500.0,155.11000061035156,1990.0,2153.0
1,3,215,1,35614.0,119.0,149.01,2,2,5,5,1,2,240.0,1,6469.0,13.479999542236328,73700.0,225.66000366210935,1869.0,2046.0
2,1,88,0,45060.0,75.0,205.0,2,5,5,8,1,5,59.0,1,5970.0,2.7100000381469727,68000.0,76.29000091552734,1816.0,2604.0
1,3,90,0,15380.0,63.0,224.01,2,5,5,8,1,5,66.0,1,1885.0,9.760000228881836,68200.0,100.11000061035156,719.0,812.0
1,1,135,0,15380.0,29.0,120.02,2,2,5,5,1,2,150.0,1,3382.0,4.579999923706055,68200.0,138.30999755859375,1173.0,1301.0
1,1,1380,1,35614.0,119.0,85.0,2,5,5,8,1,5,316.0,1,3039.0,8.789999961853027,73700.0,343.1700134277344,953.0,1141.0
2,1,119,0,10580.0,91.0,628.0,2,5,5,8,1,5,69.0,1,2233.0,13.699999809265137,83100.0,81.7300033569336,473.0,1014.0
1,1,270,0,35004.0,59.0,4095.0,2,2,5,5,1,2,252.0,1,4053.0,7.230000019073486,110800.0,99.51000213623048,1195.0,1288.0
1,1,676,0,35004.0,59.0,3003.0,2,2,5,5,1,2,151.0,1,4330.0,18.709999084472656,110800.0,86.11000061035156,865.0,1124.0
1,1,128,0,35614.0,119.0,22.01,2,5,5,8,1,5,60.0,1,2742.0,34.029998779296875,73700.0,168.05999755859375,721.0,790.0
1,1,896,0,35614.0,47.0,610.02,2,5,5,8,1,5,441.0,1,4282.0,0.8199999928474426,73700.0,156.3699951171875,1153.0,100.0
1,3,670,0,35614.0,61.0,155.0,2,2,5,5,1,2,335.0,1,10151.0,20.3700008392334,73700.0,228.57000732421875,3446.0,86.0
1,1,100,0,35614.0,47.0,594.01,2,5,5,8,1,5,44.0,1,7740.0,34.349998474121094,73700.0,73.4000015258789,1422.0,2280.0
1,1,412,0,35004.0,103.0,1584.02,1,2,5,5,1,2,132.0,1,4384.0,12.020000457763672,110800.0,122.1999969482422,1319.0,1479.0
1,3,78,1,20524.0,27.0,604.0,2,5,5,8,1,5,21.0,1,2001.0,30.93000030517578,97100.0,101.31999969482422,326.0,451.0
1,3,300,0,40380.0,55.0,117.07,2,5,5,8,1,5,143.0,1,7203.0,4.679999828338623,68500.0,143.6300048828125,1974.0,2416.0
1,3,444,0,35614.0,61.0,127.0,2,5,5,8,1,5,160.0,1,6974.0,46.43999862670898,73700.0,149.6300048828125,616.0,235.0
2,1,137,0,15380.0,29.0,108.03,2,5,5,8,1,5,50.0,1,2009.0,5.28000020980835,68200.0,89.54000091552734,617.0,859.0
1,1,1000,0,35004.0,103.0,1908.0,2,2,5,5,1,2,6084.0,1,3193.0,26.280000686645508,110800.0,101.36000061035156,961.0,2964.0
1,3,520,0,35614.0,81.0,493.02,2,5,5,8,2,5,86.0,1,2376.0,41.08000183105469,73700.0,99.1999969482422,363.0,849.0
1,1,401,0,35004.0,103.0,1109.01,2,5,5,8,1,5,161.0,1,2521.0,5.909999847412109,110800.0,117.33999633789062,822.0,1197.0
1,1,146,0,40380.0,55.0,104.0,2,5,5,8,2,5,74.0,1,4915.0,28.18000030517578,68500.0,84.7300033569336,1466.0,1782.0
2,1,200,0,46540.0,65.0,250.01,2,5,5,8,1,5,64.0,1,3283.0,3.470000028610229,62100.0,108.18000030517578,789.0,1228.0
2,1,461,0,35614.0,81.0,264.0,2,2,3,3,2,1,84.0,1,2365.0,99.1500015258789,73700.0,92.26000213623048,381.0,700.0
1,3,91,1,10580.0,1.0,139.01,2,5,5,8,2,5,16.0,1,2525.0,14.970000267028809,83100.0,105.05999755859376,821.0,998.0
1,3,43,0,45060.0,67.0,120.0,2,2,5,5,2,1,77.0,1,5860.0,2.3499999046325684,68000.0,101.79000091552734,1905.0,2389.0
1,1,319,0,35004.0,103.0,1354.02,2,2,5,5,1,2,157.0,1,7030.0,12.449999809265137,110800.0,126.55999755859376,2083.0,2197.0
1,1,380,0,35614.0,87.0,113.02,2,5,5,8,2,5,100.0,1,5622.0,38.0099983215332,73700.0,177.19000244140625,1554.0,1714.0
2,1,202,0,40380.0,55.0,114.0,2,5,5,8,1,5,62.0,1,9015.0,18.809999465942383,68500.0,88.73999786376953,1967.0,2950.0
1,3,120,0,35004.0,103.0,1225.01,2,5,5,8,1,5,68.0,1,4042.0,96.36000061035156,110800.0,44.97999954223633,623.0,1150.0
1,3,374,0,35614.0,5.0,16.0,1,5,5,8,2,5,79.0,1,5879.0,98.44000244140624,73700.0,56.310001373291016,346.0,692.0
2,1,77,0,45060.0,67.0,126.0,2,5,3,8,1,5,108.0,1,5279.0,6.550000190734863,68000.0,110.05999755859376,1834.0,2130.0
1,2,90,1,40380.0,55.0,107.0,2,5,5,8,1,5,83.0,1,3367.0,7.510000228881836,68500.0,93.12000274658205,1263.0,1632.0
1,3,362,0,15380.0,29.0,150.02,2,2,5,5,1,2,84.0,1,3030.0,7.489999771118164,68200.0,120.38999938964844,1122.0,1306.0
1,1,164,0,10580.0,91.0,624.06,2,5,5,8,1,5,137.0,1,3814.0,9.020000457763672,83100.0,87.5999984741211,890.0,1225.0
2,3,270,1,24020.0,115.0,840.0,2,5,5,8,1,5,52.0,1,6556.0,3.690000057220459,64100.0,89.16999816894531,1701.0,2727.0
1,3,500,1,20524.0,79.0,113.0,2,2,5,5,1,2,140.0,1,4170.0,11.890000343322754,97100.0,118.58999633789062,1210.0,1311.0
1,3,275,0,35614.0,5.0,301.0,2,5,5,8,2,5,310.0,1,1308.0,40.43999862670898,73700.0,196.9199981689453,225.0,56.0
1,1,700,0,35614.0,47.0,166.0,2,2,5,5,1,2,160.0,1,2080.0,16.489999771118164,73700.0,117.3000030517578,598.0,734.0
1,1,268,0,35614.0,71.0,122.0,2,5,5,8,1,5,100.0,1,3568.0,16.34000015258789,73700.0,146.3800048828125,972.0,1285.0
1,1,300,1,35614.0,47.0,385.0,2,2,5,3,2,1,432.0,2,3364.0,92.66000366210938,73700.0,66.83000183105469,346.0,924.0
1,2,185,0,35614.0,47.0,562.0,2,5,5,8,2,5,78.0,1,1519.0,15.729999542236328,73700.0,111.9000015258789,523.0,604.0
1,3,87,0,40380.0,55.0,103.0,2,2,5,5,1,2,81.0,1,3606.0,5.099999904632568,68500.0,124.75,1490.0,1585.0
2,3,320,0,35004.0,59.0,4130.02,2,2,5,5,1,2,35.0,1,3738.0,16.559999465942383,110800.0,95.95999908447266,1073.0,1255.0
1,3,461,1,10580.0,1.0,143.02,2,2,5,5,2,1,197.0,1,8282.0,7.690000057220459,83100.0,142.3300018310547,2631.0,3087.0
1,1,100,0,45060.0,67.0,130.0,2,2,5,5,2,1,110.0,1,3766.0,14.34000015258789,68000.0,109.6999969482422,1149.0,1624.0
2,1,353,0,35004.0,59.0,4139.0,1,5,5,8,1,5,103.0,1,7451.0,97.4499969482422,110800.0,57.90999984741211,1194.0,2040.0
1,1,256,0,46540.0,65.0,267.0,2,5,5,8,1,5,93.0,1,5470.0,1.4299999475479126,62100.0,93.88999938964844,1988.0,3297.0
1,2,50,0,15380.0,29.0,100.03,2,2,5,5,1,2,47.0,2,3810.0,13.460000038146973,68200.0,88.27999877929688,1136.0,1707.0
1,1,312,0,35614.0,71.0,142.02,2,2,5,5,1,2,120.0,1,6181.0,21.1299991607666,73700.0,176.86000061035156,1922.0,2235.0
1,1,374,1,35614.0,47.0,930.0,2,5,3,8,1,5,95.0,1,2581.0,99.87999725341795,73700.0,83.44000244140625,502.0,1063.0
1,1,352,0,35614.0,5.0,448.0,2,5,3,8,2,5,83.0,1,2181.0,98.44000244140624,73700.0,114.2300033569336,503.0,685.0
1,1,1015,0,35614.0,119.0,124.0,2,2,5,5,1,2,530.0,1,5209.0,8.329999923706055,73700.0,331.8999938964844,1653.0,2227.0
1,1,156,0,45060.0,53.0,304.03,2,2,5,5,2,1,109.0,1,4894.0,2.3299999237060547,68000.0,110.1999969482422,1454.0,1740.0
1,1,304,0,35614.0,87.0,105.02,2,2,5,5,1,1,455.0,1,7090.0,49.459999084472656,73700.0,100.6999969482422,1636.0,1634.0
2,1,288,0,10580.0,83.0,518.0,2,2,5,5,1,2,100.0,1,5728.0,0.3700000047683716,83100.0,99.69000244140624,1920.0,2407.0
2,1,400,1,35004.0,59.0,4073.01,2,5,3,8,1,5,103.0,1,6470.0,34.310001373291016,110800.0,106.25,889.0,571.0
2,3,663,1,35614.0,81.0,328.0,2,5,3,8,1,5,70.0,1,2376.0,96.58999633789062,73700.0,82.12000274658203,406.0,745.0
1,3,500,0,35614.0,81.0,585.0,2,2,5,5,1,2,91.0,1,4476.0,60.0099983215332,73700.0,80.62000274658203,483.0,1365.0
1,1,398,0,35614.0,119.0,146.06,2,2,5,5,1,2,292.0,1,6046.0,14.3100004196167,73700.0,247.72999572753903,1895.0,2116.0
1,1,202,0,20524.0,27.0,1200.0,2,5,5,8,1,5,250.0,1,2557.0,6.340000152587891,97100.0,83.18000030517578,745.0,1204.0
1,3,72,1,10580.0,93.0,217.0,2,2,5,5,1,2,18.0,1,3886.0,60.59999847412109,83100.0,38.790000915527344,463.0,1470.0
1,2,48,1,45060.0,75.0,216.03,1,5,5,8,1,5,29.0,1,3608.0,3.4600000381469727,68000.0,109.54000091552734,1115.0,1726.0
2,3,216,1,35614.0,71.0,1.0,2,5,3,8,1,5,66.0,1,3512.0,61.93000030517578,73700.0,86.86000061035156,470.0,791.0
2,1,162,0,45060.0,67.0,116.0,2,2,5,5,1,2,114.0,1,5015.0,6.579999923706055,68000.0,122.83999633789062,1521.0,1865.0
1,1,240,0,35004.0,103.0,1122.14,2,5,5,8,1,5,20.0,1,6991.0,21.18000030517578,110800.0,142.0,2436.0,2470.0
1,1,540,0,15380.0,29.0,146.04,2,5,5,8,1,5,274.0,1,8092.0,9.710000038146973,68200.0,208.77999877929688,2336.0,2537.0
1,3,170,0,35614.0,47.0,636.0,2,5,5,8,1,5,103.0,1,1349.0,20.15999984741211,73700.0,140.75,432.0,514.0
1,1,128,0,27060.0,109.0,16.0,2,5,5,8,2,5,55.0,1,4181.0,6.21999979019165,75600.0,112.8499984741211,1307.0,1783.0
2,1,256,0,10580.0,1.0,22.0,2,5,5,8,1,5,82.0,1,2424.0,38.08000183105469,83100.0,47.9900016784668,410.0,1230.0
1,1,566,0,35614.0,119.0,70.0,2,1,5,5,1,2,202.0,1,6254.0,16.25,73700.0,283.9100036621094,1976.0,1536.0
1,3,39,0,45060.0,67.0,126.0,2,2,5,5,2,1,149.0,2,5279.0,6.550000190734863,68000.0,110.05999755859376,1834.0,2130.0
1,1,314,0,10580.0,91.0,607.02,2,5,5,8,1,5,94.0,1,9239.0,7.269999980926514,83100.0,130.08999633789062,2837.0,3197.0
1,1,539,0,35004.0,59.0,4045.0,2,2,5,5,1,2,178.0,1,4210.0,24.489999771118164,110800.0,95.08000183105467,1138.0,1410.0
1,2,216,0,10580.0,95.0,7406.0,2,2,5,5,1,2,139.0,1,2956.0,4.570000171661377,83100.0,72.0,1070.0,2190.0
1,1,482,0,35004.0,103.0,1349.04,2,5,5,8,1,5,162.0,1,6688.0,15.0600004196167,110800.0,125.2300033569336,1770.0,2056.0
2,1,246,0,10580.0,91.0,620.0,2,2,5,5,1,2,74.0,1,6580.0,2.9600000381469727,83100.0,109.01000213623048,2063.0,2742.0
1,3,1400,0,35004.0,59.0,4112.0,2,5,5,8,1,5,463.0,1,6655.0,21.709999084472656,110800.0,93.33000183105467,1303.0,1583.0
1,1,185,0,35004.0,103.0,1698.0,1,5,5,8,2,5,44.0,1,5757.0,46.06999969482422,110800.0,61.52999877929688,1193.0,2010.0
1,3,1500,0,35614.0,61.0,158.01,2,5,5,8,1,5,648.0,1,5799.0,19.899999618530277,73700.0,333.29998779296875,1284.0,249.0
1,2,60,0,10580.0,95.0,7407.0,2,2,5,5,1,2,164.0,1,5437.0,5.019999980926514,83100.0,76.02999877929688,1802.0,2584.0
1,1,697,0,35614.0,119.0,67.0,2,5,5,8,1,5,205.0,1,5141.0,21.6299991607666,73700.0,310.3800048828125,1577.0,1660.0
1,3,275,0,35004.0,59.0,4096.0,2,5,5,8,1,5,148.0,1,5004.0,16.149999618530273,110800.0,101.27999877929688,1561.0,1684.0
1,3,129,0,48060.0,45.0,618.0,2,2,5,5,1,1,58.0,1,7338.0,7.840000152587891,62400.0,113.36000061035156,2046.0,2949.0
1,1,523,0,35614.0,87.0,116.03,2,2,5,5,1,2,165.0,1,5511.0,21.030000686645508,73700.0,184.1199951171875,1432.0,1642.0
2,1,201,0,28740.0,111.0,9536.0,2,5,3,8,2,5,73.0,1,5189.0,23.030000686645508,78500.0,85.20999908447266,1393.0,1991.0
1,1,485,0,35004.0,103.0,1594.1,2,2,5,5,1,2,194.0,1,8388.0,14.970000267028809,110800.0,111.02999877929688,2253.0,2378.0
1,1,38,0,15380.0,29.0,120.03,2,5,5,8,2,5,86.0,1,4902.0,3.5899999141693115,68200.0,121.5999984741211,1875.0,2017.0
1,3,424,0,35614.0,47.0,472.0,2,5,5,8,2,5,12.0,1,2931.0,1.2599999904632568,73700.0,75.13999938964844,395.0,629.0
1,2,160,1,35614.0,47.0,198.0,2,2,5,5,2,1,196.0,2,1978.0,41.0,73700.0,99.6999969482422,301.0,727.0
1,3,448,1,35004.0,103.0,1592.04,2,2,5,5,1,1,162.0,1,4043.0,23.100000381469727,110800.0,81.73999786376953,1133.0,1495.0
1,1,197,1,40380.0,73.0,406.0,2,2,5,5,1,2,121.0,1,7703.0,21.31999969482422,68500.0,88.62000274658203,1663.0,2062.0
1,1,342,0,35614.0,87.0,115.04,2,5,5,8,1,5,57.0,1,7152.0,85.75,73700.0,141.9600067138672,1594.0,1884.0
1,2,165,0,20524.0,27.0,400.03,2,5,3,8,2,5,75.0,1,4031.0,33.38999938964844,97100.0,78.47000122070312,971.0,1530.0
1,3,37,1,10580.0,93.0,324.04,2,2,5,5,2,1,46.0,2,6773.0,5.079999923706055,83100.0,118.98999786376952,1834.0,2346.0
1,3,50,0,45060.0,67.0,158.0,2,2,5,5,2,1,79.0,2,4943.0,7.380000114440918,68000.0,121.83000183105467,1528.0,1987.0
2,3,442,0,35614.0,85.0,208.01,2,5,5,8,1,5,145.0,1,9138.0,15.859999656677246,73700.0,115.0999984741211,2614.0,3235.0
2,1,142,1,40380.0,69.0,502.01,2,5,5,8,1,5,37.0,1,6617.0,10.350000381469728,68500.0,91.91000366210938,1832.0,2360.0
1,1,190,0,20524.0,27.0,1600.05,2,5,5,8,2,5,137.0,1,2629.0,11.369999885559082,97100.0,72.26000213623047,669.0,1046.0
1,1,244,0,45060.0,67.0,101.0,2,5,5,8,1,5,184.0,1,2889.0,2.9100000858306885,68000.0,131.3000030517578,1018.0,1202.0
2,1,72,0,24020.0,115.0,850.0,2,5,5,8,1,5,46.0,1,2341.0,5.679999828338623,64100.0,102.01000213623048,786.0,994.0
1,1,380,0,40380.0,69.0,502.02,2,2,5,5,1,2,148.0,1,6036.0,15.289999961853027,68500.0,106.33000183105467,1736.0,2065.0
1,3,575,0,35614.0,119.0,100.0,2,2,5,5,1,2,475.0,1,5367.0,24.239999771118164,73700.0,346.989990234375,1611.0,1632.0
2,3,284,0,35614.0,85.0,273.02,2,5,5,8,2,5,46.0,1,3355.0,30.399999618530277,73700.0,134.4600067138672,827.0,1332.0
1,1,241,0,35614.0,71.0,111.02,2,2,3,3,1,2,89.0,1,3801.0,48.75,73700.0,91.33000183105467,800.0,934.0
1,1,272,0,40380.0,55.0,78.01,2,2,5,5,1,2,107.0,1,2425.0,17.440000534057617,68500.0,160.0,356.0,738.0
1,2,125,0,35004.0,103.0,1347.03,2,5,5,8,2,5,127.0,1,4003.0,8.789999961853027,110800.0,154.55999755859375,1272.0,1344.0
1,2,29,0,35614.0,119.0,132.02,2,2,5,5,2,1,179.0,2,2953.0,27.290000915527344,73700.0,188.8999938964844,914.0,905.0
1,1,994,0,35614.0,119.0,67.0,2,2,3,3,1,2,481.0,1,5141.0,21.6299991607666,73700.0,310.3800048828125,1577.0,1660.0
1,1,395,0,35004.0,59.0,4161.0,2,2,5,5,1,2,126.0,1,6699.0,5.690000057220459,110800.0,98.87000274658205,1878.0,2371.0
2,1,275,0,35614.0,81.0,330.0,2,5,3,8,2,5,24.0,1,7115.0,98.9499969482422,73700.0,115.6500015258789,1222.0,2088.0
1,3,50,0,13780.0,7.0,121.02,2,2,5,5,2,1,115.0,1,4051.0,2.299999952316284,65700.0,124.1500015258789,1383.0,1576.0
1,1,462,1,20524.0,27.0,900.0,2,5,5,8,2,5,225.0,1,2268.0,16.450000762939453,97100.0,91.01000213623048,772.0,1228.0
1,3,148,0,35614.0,71.0,117.01,2,5,5,8,2,5,44.0,1,4650.0,15.869999885559082,73700.0,137.72999572753906,1378.0,1692.0
1,1,78,0,35614.0,119.0,22.02,2,5,5,8,2,5,54.0,1,4750.0,17.65999984741211,73700.0,193.16000366210935,1912.0,910.0
1,3,51,0,40380.0,55.0,137.02,2,2,5,5,1,2,26.0,1,3714.0,8.1899995803833,68500.0,94.62000274658205,1305.0,1460.0
1,1,99,0,35004.0,103.0,1474.01,2,5,5,8,1,5,49.0,1,5841.0,23.68000030517578,110800.0,93.66999816894533,1700.0,1986.0
1,1,274,0,10580.0,91.0,625.03,2,2,5,5,2,1,96.0,1,5980.0,16.610000610351562,83100.0,121.08999633789062,1541.0,1808.0
1,3,295,0,35004.0,103.0,1697.04,2,2,5,5,1,2,118.0,1,7284.0,26.26000022888184,110800.0,68.80999755859375,2509.0,3153.0
1,1,224,0,35004.0,103.0,1594.07,2,5,5,8,1,5,71.0,1,6756.0,29.56999969482422,110800.0,83.26000213623047,1688.0,2097.0
1,1,250,0,35004.0,103.0,1350.04,2,5,5,8,2,5,111.0,1,3022.0,7.110000133514404,110800.0,153.3699951171875,945.0,1167.0
1,1,230,0,24020.0,113.0,707.02,2,2,5,5,1,2,70.0,1,4527.0,7.96999979019165,64100.0,125.5999984741211,1435.0,1655.0
1,3,348,0,10580.0,91.0,605.03,2,2,5,5,1,2,147.0,1,2207.0,5.75,83100.0,97.08999633789062,705.0,1088.0
1,3,315,0,35004.0,59.0,4096.0,2,2,5,5,1,2,97.0,1,5004.0,16.149999618530273,110800.0,101.27999877929688,1561.0,1684.0
1,1,288,0,35004.0,59.0,4161.0,2,2,5,5,1,2,128.0,1,6699.0,5.690000057220459,110800.0,98.87000274658205,1878.0,2371.0
1,2,200,0,35614.0,5.0,246.0,2,5,5,8,1,5,125.0,1,2223.0,56.04999923706055,73700.0,106.91000366210938,410.0,611.0
1,1,482,0,35614.0,119.0,109.02,2,5,5,8,1,5,175.0,1,5793.0,65.75,73700.0,166.2100067138672,1859.0,1896.0
1,1,94,0,45060.0,67.0,56.01,2,5,5,8,1,5,177.0,1,1399.0,24.15999984741211,68000.0,123.70999908447266,576.0,748.0
2,3,238,0,35004.0,103.0,1592.03,2,5,5,8,2,5,57.0,1,5536.0,11.399999618530272,110800.0,95.7699966430664,1771.0,2147.0
2,1,122,0,45060.0,67.0,125.0,1,5,5,8,1,5,35.0,1,3832.0,9.029999732971191,68000.0,88.05999755859375,1101.0,1338.0
1,1,150,0,28740.0,111.0,9505.0,2,5,5,8,1,5,287.0,1,3089.0,14.5,78500.0,155.3800048828125,1188.0,1913.0
1,3,597,1,35004.0,103.0,2009.02,2,5,5,8,1,5,4.0,1,6991.0,21.540000915527344,110800.0,110.8499984741211,2565.0,6541.0
1,3,271,0,35614.0,47.0,215.0,2,5,5,8,2,5,96.0,1,5136.0,63.18000030517578,73700.0,91.02999877929688,666.0,128.0
1,1,109,0,40380.0,117.0,210.0,2,5,5,8,1,5,47.0,1,6877.0,8.260000228881836,68500.0,101.76000213623048,2419.0,2914.0
2,1,501,0,35614.0,81.0,530.0,2,2,3,3,1,2,108.0,1,2311.0,100.0,73700.0,105.4800033569336,507.0,692.0
1,1,114,0,10580.0,1.0,2.0,2,5,3,8,1,5,39.0,1,4519.0,90.97000122070312,83100.0,33.290000915527344,525.0,2073.0
1,1,526,0,35614.0,81.0,116.0,1,1,5,5,1,1,83.0,1,2309.0,89.91000366210938,73700.0,85.26000213623047,293.0,616.0
1,1,163,0,45060.0,75.0,215.02,2,2,5,5,1,2,97.0,1,6746.0,5.070000171661377,68000.0,102.5999984741211,2057.0,3050.0
1,1,320,0,35004.0,59.0,5216.02,2,5,5,8,2,5,76.0,1,3237.0,8.710000038146973,110800.0,108.83000183105467,1076.0,1101.0
1,2,114,0,10580.0,91.0,601.01,2,5,5,8,1,5,36.0,1,5906.0,6.599999904632568,83100.0,82.20999908447266,1803.0,2291.0
1,1,90,0,45060.0,67.0,103.21,2,5,5,8,1,5,32.0,1,2732.0,7.389999866485596,68000.0,157.75999450683594,919.0,969.0
1,1,418,0,35614.0,61.0,106.01,2,5,5,8,2,5,297.0,1,7259.0,13.710000038146973,73700.0,346.989990234375,2902.0,98.0
2,1,437,0,35614.0,87.0,116.01,2,5,5,8,1,5,185.0,1,3507.0,19.59000015258789,73700.0,225.1100006103516,959.0,1088.0
1,3,96,0,28740.0,111.0,9520.0,2,5,5,8,1,5,72.0,1,2423.0,47.0099983215332,78500.0,68.63999938964844,340.0,901.0
2,1,518,0,35614.0,81.0,24.0,2,5,5,8,2,5,102.0,1,2278.0,88.44999694824219,73700.0,85.37999725341797,339.0,579.0
1,1,640,0,35614.0,47.0,798.01,2,2,3,3,1,2,282.0,1,2886.0,79.06999969482422,73700.0,113.3499984741211,345.0,438.0
2,3,11,0,35614.0,119.0,32.0,2,2,5,5,2,1,56.0,1,2231.0,96.05999755859376,73700.0,78.2300033569336,216.0,683.0
2,1,43,0,40380.0,55.0,82.0,1,5,5,8,1,5,29.0,1,3393.0,81.0199966430664,68500.0,56.68000030517578,696.0,1122.0
1,1,424,0,35614.0,87.0,111.01,1,5,5,8,2,5,163.0,1,6671.0,35.779998779296875,73700.0,159.2899932861328,1605.0,2024.0
1,1,386,0,35614.0,81.0,626.0,2,5,3,8,2,5,85.0,1,3096.0,98.29000091552734,73700.0,132.42999267578125,744.0,917.0
1,1,1924,0,35614.0,47.0,75.0,2,2,5,5,2,1,319.0,1,4774.0,30.18000030517578,73700.0,203.83999633789065,718.0,1635.0
1,3,116,1,10580.0,91.0,602.0,2,5,5,8,2,5,25.0,1,3586.0,7.449999809265137,83100.0,64.12000274658203,894.0,1587.0
1,3,81,0,10580.0,95.0,7405.0,2,5,5,8,1,5,52.0,1,3643.0,6.179999828338623,83100.0,77.29000091552734,1133.0,2118.0
1,1,249,0,10580.0,91.0,620.0,2,2,5,5,2,1,124.0,1,6580.0,2.9600000381469727,83100.0,109.01000213623048,2063.0,2742.0
1,1,152,0,35614.0,85.0,20.01,1,5,5,8,2,5,88.0,1,2530.0,35.849998474121094,73700.0,154.52000427246094,684.0,815.0
2,1,120,0,15380.0,29.0,73.02,2,2,5,5,1,1,123.0,1,8052.0,7.230000019073486,68200.0,130.85000610351562,2634.0,3211.0
1,3,312,1,35614.0,47.0,652.0,2,5,5,8,1,5,44.0,1,1241.0,13.699999809265137,73700.0,151.80999755859375,369.0,516.0
1,1,600,0,35614.0,47.0,750.0,2,2,5,5,2,1,132.0,1,2888.0,19.18000030517578,73700.0,75.55999755859375,430.0,597.0
1,1,504,0,35614.0,119.0,120.0,2,2,5,5,1,2,142.0,1,4692.0,16.09000015258789,73700.0,173.5399932861328,1367.0,1476.0
1,3,40,0,15380.0,63.0,245.01,2,2,5,5,1,2,69.0,1,2948.0,4.820000171661377,68200.0,117.16000366210938,949.0,1068.0
1,3,417,1,35614.0,81.0,646.0,2,5,3,8,1,5,120.0,1,3121.0,99.36000061035156,73700.0,116.3000030517578,701.0,1013.0
1,3,230,1,35614.0,61.0,229.0,2,2,3,5,1,1,57.0,1,8598.0,85.26000213623047,73700.0,49.560001373291016,247.0,188.0
1,1,552,0,35004.0,59.0,4126.0,2,5,5,8,2,5,250.0,1,3718.0,8.579999923706055,110800.0,189.4199981689453,1052.0,1144.0
1,3,528,0,35614.0,119.0,83.01,2,2,5,5,1,2,122.0,1,2950.0,37.970001220703125,73700.0,127.98999786376952,719.0,1125.0
1,3,90,0,46540.0,65.0,233.0,2,5,5,8,1,5,121.0,1,2642.0,3.0999999046325684,62100.0,102.88999938964844,778.0,1065.0
1,1,173,0,40380.0,55.0,135.07,2,5,5,8,2,5,63.0,1,5899.0,5.269999980926514,68500.0,135.0500030517578,1967.0,2030.0
1,3,443,0,35614.0,81.0,667.01,2,2,5,5,2,1,116.0,1,2280.0,22.979999542236328,73700.0,118.37999725341795,588.0,1089.0
1,2,40,1,35614.0,87.0,119.01,2,5,5,8,1,5,181.0,2,3664.0,34.880001068115234,73700.0,141.24000549316406,856.0,1196.0
1,1,195,0,40380.0,55.0,117.03,2,5,5,8,2,5,48.0,1,8713.0,10.010000228881836,68500.0,168.58999633789062,2531.0,2739.0
1,1,160,1,35004.0,59.0,3004.0,2,2,5,5,1,2,87.0,1,5765.0,17.709999084472656,110800.0,104.08999633789062,1431.0,1561.0
1,3,100,0,13780.0,7.0,102.0,2,5,5,8,1,5,71.0,1,5307.0,2.4100000858306885,65700.0,102.37000274658205,1514.0,1952.0
1,3,30,0,35004.0,103.0,1352.09,1,1,5,5,2,1,282.0,2,2983.0,7.039999961853027,110800.0,111.3499984741211,931.0,1069.0
1,1,405,0,35614.0,119.0,15.03,2,2,5,5,1,2,82.0,1,2961.0,22.86000061035156,73700.0,100.23999786376952,403.0,586.0
1,3,266,0,35614.0,81.0,504.0,2,5,3,8,1,5,169.0,1,2018.0,97.18000030517578,73700.0,101.9000015258789,412.0,508.0
1,1,153,1,35614.0,71.0,126.01,2,5,3,8,1,5,122.0,1,3690.0,44.20000076293945,73700.0,155.27999877929688,1149.0,1098.0
